"","Age_0","Age_1","Age_2","Age_3","Age_4","Age_5","Age_6","Age_7","Age_8","Age_9","Age_10","Age_11","Age_12","Age_13","Age_14","Age_15","Age_16","Age_17","Age_18","Age_19","Age_20"
"Age_Maturity1",0,0.016,1.301,2.376,2.616,2.753,3.038,3.327,3.549,3.705,3.813,3.887,3.938,3.972,3.996,4.012,4.023,4.03,4.035,4.038,4.041
